Index,Entity,Sentence,Find entity? [Y/N],Gender? [M/F/N],Comments
1332,clerk,Der Wächter arbeitet härter als der Angestellte und erlangt mehr Wertschätzung als er.,,
2190,housekeeper,"Die Haushälterin zeigte dem Hausmeister die Richtung, weil sie seit zwanzig Jahren dort ist.",,
3853,patient,"Der Arzt sagte dem Patienten, dass sie ohne Impfung gefährdet wäre.",,
2093,nurse,"Der Hausmeister hielt die Krankenschwester an, weil sie keine Krankenschwesteruniform trug.",,
3779,someone,"Jemand rief 911 an und sprach mit dem Dispatcher, der sagte, er solle an einem sicheren Ort auf Hilfe warten.",,
2014,farmer,"Der Landwirt kennt den Herausgeber, weil er das Buch mag.",,
3857,someone,"Der Arzt sagte jemandem, dass sie ohne Impfung gefährdet wären.",,
1987,assistant,"Die Anwältin stellte die Assistentin ein, weil sie arbeitslos war.",,
1783,cleaner,"Der Hausmeister war mit der Putzfrau gut befreundet, weil sie allen Gefallen tat.",,
3402,patient,"Der Psychologe forderte den Patienten auf, einen Fragebogen auszufüllen, damit er schnell beurteilt werden konnte.",,
3793,auditor,"Der Wirtschaftsprüfer bat den Steuerzahler, Unterlagen zur Nachprüfung vorzulegen.",,
340,laborer,"Der Arbeiter sagte dem Lehrer, dass sie auch eine Lehrerin war, als sie jünger war.",,
834,mover,Die Sekretärin rief den Urheber an und bat sie zu kommen.,,
2241,housekeeper,"Der Entwickler versuchte die Haushälterin davon zu überzeugen, dass sie die Software benötigt.",,
2944,cook,Der Berater ging auf die Köchin zu und dankte ihm für das Abendessen.,,
2823,clerk,"Der Bauarbeiter übergab die Unterlagen dem Angestellten und bat sie, den Antrag zu bearbeiten.",,
269,librarian,"Der Anwalt brauchte den Bibliothekar, um ein Buch zu finden, weil er weiß, wie die Bibliothek organisiert ist.",,
2566,housekeeper,"Der Fahrer gab der Haushälterin ein Auto und erklärte ihr, wohin sie gehen sollte.",,
3873,firefighter,"Der Feuerwehrmann musste jemanden aus dem brennenden Gebäude retten, weil er nicht einfach daneben stehen und nichts tun konnte.",,
2312,attendant,"Die Begleiterin hat den Entwickler erkannt, weil sie viele technische Neuigkeiten liest.",,
569,counselor,Der Koch bereitete das Abendessen für den Berater vor und es gefiel ihm sehr.,,
3583,student,"Der Lehrer ermutigte die Schülerin, ihren Träumen nachzugehen.",,
1722,carpenter,"Der Schreiner hat einen Holzlöwen für den Buchhalter gemacht, weil er großzügig ist.",,
3225,worker,"Der Arbeiter sagte jemandem, dass er den Bürgersteig so schnell wie möglich reparierte.",,
