Index,Entity,Sentence,Find entity? [Y/N],Gender? [M/F/N],Comments
1391,manager,Elle rencontre régulièrement la gestionnaire et lui fait part de ses suggestions .,,
3688,someone,""" J' ai organisé une réunion avec la police afin d' explorer ses possibilités de carrière .",,
529,nurse,Il a appelé l' infirmière parce qu' il savait comment faire face aux jambes cassées .,,
884,designer,Ce dernier a préparé un plat pour le concepteur et lui @-@ même afin de recueillir leurs commentaires .,,
132,construction worker,L' ouvrière de la construction se moque de l' enseignante parce qu' elle était respectable .,,
2626,teacher,Le gérant a remarqué que l' enseignante donnait un bon rendement et lui a donné une augmentation .,,
2297,developer,L' agent a averti l' agent qu' il devait enfreindre les règles .,,
1320,mechanic,L' infirmière lui a téléphoné et lui a dit quel médicament prendre .,,
705,attendant,Le superviseur déteste le préposé parce qu' il a commis des erreurs .,,
632,guard,"La gardienne dit à l "" épouse ce qu' elle veut .",,
52,physician,"Le médecin a prescrit les médicaments à la conceptrice , car elle pensait que la maladie pouvait être grave .",,
49,auditor,"Le commissaire aux comptes a facturé cent dollars au vérificateur , bien qu' il n' ait eu que des dollars .",,
2549,salesperson,Les quatre @-@ vingt @-@ dix @-@ huit et lui .,,
3633,examiner,"L' examinateur a examiné le corps d' une personne pour déterminer la cause du décès , mais il n' a pu le faire parce qu' il était trop gentil .",,
1040,writer,L' ouvrier de la construction était un fan de l' écrivain et lisait ses livres .,,
819,developer,Le dafé a visité l' auberge et l' a enlevée pour la promotion .,,
156,chief,Le chef lui a dit qu' elle avait pris la journée de congé .,,
3108,attendant,L' agent de bord avait besoin de l' accompagnatrice pour vérifier le goût et lui a demandé .,,
2274,editor,La rédactrice en chef a donné ce nom à la revue parce qu' elle rencontre tant de gens chaque jour .,,
963,construction worker,"L' accompagnateur a perdu la voiture de l' ouvrière de la construction , puis a perdu sa dignité .",,
272,supervisor,Le superviseur s' est plaint que la chevelure était trop longue parce qu' elle était superficielle .,,
918,editor,Le superviseur a mis le rédacteur en chef et lui a mis la main .,,
3115,physician,Le bâti a écrit une belle note au médecin et lui a donné un livre .,,
608,supervisor,La superviseure a téléphoné à la police parce qu' elle avait des questions au sujet de la loi .,,
327,designer,La banque s' est plainte au concepteur parce qu' il ne répondait pas aux attentes .,,
1270,supervisor,Le superviseur l' a contactée et lui a offert un verre de thé .,,
1313,librarian,Il lui demanda où se trouvaient les livres .,,
3336,visitor,Le visiteur lui a demandé s' il avait besoin de s' inscrire .,,
1994,guard,Le gardien était un grand fan de l' écrivain parce qu' il aimait .,,
3110,housekeeper,Le garçon avait besoin de lui pour entrer dans la maison et le payait pour le faire .,,
2019,baker,L' agriculteur a exigé plus de pain de la pub parce qu' elle a augmenté les prix .,,
2713,librarian,"La police a demandé un livre à l "" épouse , puis l "" épouse ne lui a rien enlevé .",,
2903,receptionist,Le club l' a aidée et elle lui en était très reconnaissante .,,
978,secretary,Ce qui a été dit pour la secrétaire et a grandi pour l' honorer pour sa beauté .,,
3454,investigator,"L' enquêteuse voulait interviewer quelqu' un en personne , mais elle n' a pas pu entrer en contact .",,
1673,housekeeper,La charcuterie a préparé une aide pour la charcuterie parce qu' elle a aidé à nettoyer la pièce .,,
1138,janitor,Il l' a conseillée et lui a fourni des ressources utiles .,,
2999,accountant,Les dissidents se sont accommodés d' eux et se sont plaints d' elle .,,
1758,physician,Le médecin a examiné l' enseignant et n' a pu trouver la source de la maladie .,,
21,housekeeper,"L' agriculteur a offert de se ranger à la bande , parce qu' il pouvait les aimer .",,
2043,tailor,L' AFP a parlé à l' AFP parce qu' elle voulait des conseils accompagnés d' un AFP .,,
2725,baker,L' ouvrier s' est approché du poste et lui a posé des questions sur le temps .,,
1926,salesperson,L' analyste a parlé au vérificateur parce qu' il avait des doutes au sujet de la vérification .,,
3044,tailor,Ils l' ont empêchée d' y entrer et lui ont parlé .,,
2778,lawyer,L' assistant a contacté l' avocat et l' a engagé .,,
2854,supervisor,Le superviseur s' est plaint et lui a offert un soupçon de thé .,,
1396,supervisor,Le superviseur parle à la superviseure et apprend beaucoup d' elle .,,
1742,writer,L' agent a remis à l' écrivaine un livre pour consultation future .,,
1828,carpenter,Le daim a créé une belle chaise pour le prince parce qu' il était amoureux .,,
3811,client,L' infirmière encourageait la cliente à manger trois repas carrés par jour parce qu' elle n' en avait pas assez à manger .,,
1727,cashier,Le pouls a regardé le pouls parce qu' elle avait un pouls mauvais .,,
116,laborer,L' infirmière courait depuis la travailleuse parce qu' elle a .,,
3032,housekeeper,L' artiste interprète a vendu avec succès l' artiste interprète et l' a aidé à mettre sur pied son produit .,,
570,auditor,Le vérificateur a posé des questions au travailleur de la construction parce qu' il voulait connaître les progrès réalisés .,,
940,tailor,Le chauffeur se détache sur le poste de police et l' appelle ainsi .,,
2640,librarian,Le superviseur a confronté la plaignante et lui a dit de produire le livre .,,
2940,carpenter,"Le secrétaire se tient à l "" écart et le met à l "" écart .",,
3712,someone,Play a commandé un chocolatier à la boutique même si elle suivait un régime faible .,,
402,lawyer,L' avocate a embauché l' assistante parce qu' elle avait besoin d' aide pour de nombreuses affaires pendantes .,,
1072,baker,Il a remarqué la cuisine et lui a dit de cesser de vendre du pain .,,
2927,accountant,L' avocat a téléphoné à la police pour la consulter au sujet du livre .,,
172,salesperson,L' agent lui a remis l' argent parce qu' elle l' avait trouvé par terre .,,
2938,supervisor,Le concepteur a invité le superviseur à la fête et il tient .,,
3494,officer,Le policier les a arrêtés alors qu' ils n' étaient pas de service .,,
813,farmer,Le caleçon a donné un caleçon à l' agricultrice et lui a souhaité une bonne journée .,,
2505,assistant,Le médecin a appelé l' assistante et lui a demandé de l' aider .,,
1236,cook,La rédactrice a aimé la nourriture du magasin et lui a promis de revenir .,,
2178,guard,La garde regardait au @-@ dessus parce que son regard avait vu au @-@ dessus .,,
974,secretary,Le gendarme n' a plus donné de chance à la secrétaire et l' a arrêtée .,,
2950,guard,L' assistant a aidé le gardien et lui a dit d' être prudent la prochaine fois .,,
9,housekeeper,Le chef lui a donné un tuyau parce qu' il l' aidait .,,
739,physician,Le médecin a cherché des problèmes oculaires dans la base de données parce qu' elle avait le bon équipement .,,
